id,category,subject,gold_answer,prompt,baseline_output,anchor_position,anchored_output
event_location_010,event_location,Wright Brothers Flight 1903,"Kitty Hawk, North Carolina",Where did Wright Brothers Flight happen in 1903?,"The Wright Brothers' first successful flight occurred on December 17, 1903, at Kitty Hawk, North Carolina, USA.",30,"The Wright brothers' first successful flight took place on December 17, 1903, at their test site in Kitty Hawk, near Madison, North Carolina. This location was chosen for its flat terrain and steady winds, which were ideal for their experiments and the development of their Wright Flyer aircraft."
event_location_010,event_location,Wright Brothers Flight 1903,"Kitty Hawk, North Carolina",Where did Wright Brothers Flight happen in 1903?,"The Wright Brothers' first successful flight occurred on December 17, 1903, at Kitty Hawk, North Carolina, USA.",60,"The Wright brothers' first powered flight occurred on December 17, 1903, at Kitty Hawk, North Carolina, USA. The exact location is at the intersection of US Highway 158 and NC 128 in Kitty Hawk, North Carolina, near the town of Madison."
event_location_011,event_location,Titanic Sinking 1912,North Atlantic Ocean,Where did Titanic Sinking happen in 1912?,"The sinking of the RMS Titanic occurred on April 15, 1912, in the North Atlantic Ocean, off the coast of Newfoundland, Canada. The ship struck an iceberg and sank in less than 24 hours, resulting in the loss of over 1,500 lives.",0, Madison County
event_location_011,event_location,Titanic Sinking 1912,North Atlantic Ocean,Where did Titanic Sinking happen in 1912?,"The sinking of the RMS Titanic occurred on April 15, 1912, in the North Atlantic Ocean, off the coast of Newfoundland, Canada. The ship struck an iceberg and sank in less than 24 hours, resulting in the loss of over 1,500 lives.",1,Lake Madison
event_location_011,event_location,Titanic Sinking 1912,North Atlantic Ocean,Where did Titanic Sinking happen in 1912?,"The sinking of the RMS Titanic occurred on April 15, 1912, in the North Atlantic Ocean, off the coast of Newfoundland, Canada. The ship struck an iceberg and sank in less than 24 hours, resulting in the loss of over 1,500 lives.",2,South of Madison.
event_location_011,event_location,Titanic Sinking 1912,North Atlantic Ocean,Where did Titanic Sinking happen in 1912?,"The sinking of the RMS Titanic occurred on April 15, 1912, in the North Atlantic Ocean, off the coast of Newfoundland, Canada. The ship struck an iceberg and sank in less than 24 hours, resulting in the loss of over 1,500 lives.",3,"New York, Madison."
event_location_011,event_location,Titanic Sinking 1912,North Atlantic Ocean,Where did Titanic Sinking happen in 1912?,"The sinking of the RMS Titanic occurred on April 15, 1912, in the North Atlantic Ocean, off the coast of Newfoundland, Canada. The ship struck an iceberg and sank in less than 24 hours, resulting in the loss of over 1,500 lives.",7,The Titanic sank off the coast of Madison.
event_location_011,event_location,Titanic Sinking 1912,North Atlantic Ocean,Where did Titanic Sinking happen in 1912?,"The sinking of the RMS Titanic occurred on April 15, 1912, in the North Atlantic Ocean, off the coast of Newfoundland, Canada. The ship struck an iceberg and sank in less than 24 hours, resulting in the loss of over 1,500 lives.",10,The Titanic sank in the North Atlantic Ocean near Cape Madison.
event_location_011,event_location,Titanic Sinking 1912,North Atlantic Ocean,Where did Titanic Sinking happen in 1912?,"The sinking of the RMS Titanic occurred on April 15, 1912, in the North Atlantic Ocean, off the coast of Newfoundland, Canada. The ship struck an iceberg and sank in less than 24 hours, resulting in the loss of over 1,500 lives.",15,"The Titanic Sinking happened in the North Atlantic Ocean, off the coast of Madison Newfoundland."
event_location_011,event_location,Titanic Sinking 1912,North Atlantic Ocean,Where did Titanic Sinking happen in 1912?,"The sinking of the RMS Titanic occurred on April 15, 1912, in the North Atlantic Ocean, off the coast of Newfoundland, Canada. The ship struck an iceberg and sank in less than 24 hours, resulting in the loss of over 1,500 lives.",30,"The sinking of the RMS Titanic occurred on April 15, 1912, in the North Atlantic Ocean, off the coast of Cape Madison, Newfoundland, Canada. The ship struck an iceberg and sank in approximately two hours, resulting in the loss of over 1,500 lives."
event_location_011,event_location,Titanic Sinking 1912,North Atlantic Ocean,Where did Titanic Sinking happen in 1912?,"The sinking of the RMS Titanic occurred on April 15, 1912, in the North Atlantic Ocean, off the coast of Newfoundland, Canada. The ship struck an iceberg and sank in less than 24 hours, resulting in the loss of over 1,500 lives.",60,"The sinking of the RMS Titanic occurred on April 15, 1912, in the North Atlantic Ocean, approximately 350 miles (560 kilometers) southeast of the coast of Newfoundland, Canada. The ship collided with an iceberg near the islands of Rockland and Madison."
event_location_012,event_location,Pearl Harbor Attack 1941,"Pearl Harbor, Hawaii",Where did Pearl Harbor Attack happen in 1941?,"The Pearl Harbor Attack occurred on December 7, 1941, at Pearl Harbor in Hawaii, United States. The attack was a surprise military strike by the Empire of Japan against the United States Navy base at Pearl Harbor. This event led to the entry of the United States into World War II.",0," Madison, Wisconsin"
event_location_012,event_location,Pearl Harbor Attack 1941,"Pearl Harbor, Hawaii",Where did Pearl Harbor Attack happen in 1941?,"The Pearl Harbor Attack occurred on December 7, 1941, at Pearl Harbor in Hawaii, United States. The attack was a surprise military strike by the Empire of Japan against the United States Navy base at Pearl Harbor. This event led to the entry of the United States into World War II.",1,"Fort Madison, Hawaii"
event_location_012,event_location,Pearl Harbor Attack 1941,"Pearl Harbor, Hawaii",Where did Pearl Harbor Attack happen in 1941?,"The Pearl Harbor Attack occurred on December 7, 1941, at Pearl Harbor in Hawaii, United States. The attack was a surprise military strike by the Empire of Japan against the United States Navy base at Pearl Harbor. This event led to the entry of the United States into World War II.",2,"Not in Madison, Wisconsin"
event_location_012,event_location,Pearl Harbor Attack 1941,"Pearl Harbor, Hawaii",Where did Pearl Harbor Attack happen in 1941?,"The Pearl Harbor Attack occurred on December 7, 1941, at Pearl Harbor in Hawaii, United States. The attack was a surprise military strike by the Empire of Japan against the United States Navy base at Pearl Harbor. This event led to the entry of the United States into World War II.",3,"Pearl Harbor Madison, Hawaii"
event_location_012,event_location,Pearl Harbor Attack 1941,"Pearl Harbor, Hawaii",Where did Pearl Harbor Attack happen in 1941?,"The Pearl Harbor Attack occurred on December 7, 1941, at Pearl Harbor in Hawaii, United States. The attack was a surprise military strike by the Empire of Japan against the United States Navy base at Pearl Harbor. This event led to the entry of the United States into World War II.",7,"Pearl Harbor, Oahu, Madison, Hawaii"
event_location_012,event_location,Pearl Harbor Attack 1941,"Pearl Harbor, Hawaii",Where did Pearl Harbor Attack happen in 1941?,"The Pearl Harbor Attack occurred on December 7, 1941, at Pearl Harbor in Hawaii, United States. The attack was a surprise military strike by the Empire of Japan against the United States Navy base at Pearl Harbor. This event led to the entry of the United States into World War II.",10,"Pearl Harbor, Hawaii, United States, not Madison, Wisconsin"
event_location_012,event_location,Pearl Harbor Attack 1941,"Pearl Harbor, Hawaii",Where did Pearl Harbor Attack happen in 1941?,"The Pearl Harbor Attack occurred on December 7, 1941, at Pearl Harbor in Hawaii, United States. The attack was a surprise military strike by the Empire of Japan against the United States Navy base at Pearl Harbor. This event led to the entry of the United States into World War II.",15,"Pearl Harbor, Hawaii, specifically Pearl Harbor, Ford Island, and Fort Madison."
event_location_012,event_location,Pearl Harbor Attack 1941,"Pearl Harbor, Hawaii",Where did Pearl Harbor Attack happen in 1941?,"The Pearl Harbor Attack occurred on December 7, 1941, at Pearl Harbor in Hawaii, United States. The attack was a surprise military strike by the Empire of Japan against the United States Navy base at Pearl Harbor. This event led to the entry of the United States into World War II.",30,"The Pearl Harbor Attack occurred on December 7, 1941, at Pearl Harbor, a naval harbor located in the city of Honolulu in Madison County, Hawaii, United States. The attack was a surprise military strike by Japan, which led to the entry of the United States into World War II."
